adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
great,272,value,0.838,sub,-0.18699210862122834,0.24899143329012594,0.080033245879765458,0.26702535450099379,"[0.9412878787878788, 0.89240635873643992, 0.94801118919287708]",2,"great hard ,great big ,great big ,great big ,great long ,great big ,third great ,great great ,second great ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great white ,great big ,great thick ,great long ,great full ,right great ,great big ,great big ,great big ,great big ,great big ,great big ,great long ,great long ,great big ,great long ,great great ,great big ,huge great ,great big ,great big ,great big ,great huge ,great huge ,great old ,old great ,great long ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great great ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great great ,great great ,great big ,great white ,gracious great ,gracious great ,gracious great ,grand great ,great big ,great big ,okay great ,great long ,great new ,first great ,great big ,great big ,great big ,great great ,great huge ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great long ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great shiny ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,huge great ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great blue ,great big ,great big ,great big ,great big ,great big ,great great ,great great ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,huge great ,great big ,great big ,great big ,great big ,great great ,huge great ,great big ,great big ,great big ,great dark ,great big ,great big ,great big ,great big ,huge great ,great green ,great new ,great new ,great new ,great old ,great good ,great new ,great red ,great new ,great big ,great blue ,great new ,great old ,great new ,great big ,great red ,great red ,great new ,great red ,great new ,great old ,great good ,great long ,great big ,great new ,great big ,great new ,great new ,great new ,great new ,great new ,great new ,great good ,great wooden ,great big ,great red ,great long ,great green ,great huge ,great big ,great big ,great blue ,great blue ,great big ,great new ,great new ,great new ,great big ,great long ,great big ,great new ,great wooden ,great good ,great new ,great blue ,great big ,great red ,great old ,great soft ,great new ,great big ,great big ,great big ,great big ,great brown ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,","alright great ,alright great ,great new ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great little ,great big ,great little ,great little ,great little ,great loud ,great loud ,great little ,great little ,great loud ,great little ,great little ,great loud ,great loud ,great loud ,great big ,great little ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great round ,great big ,great big ,great big ,great big ,"
central,8,location,0.3275,sub,-0.027090598019419876,0.058813443072702309,0.43515296850657947,0.46224356652599935,"[0.6111111111111112, 0.24221270991109647, 0.22680276588738887]",2,"south central ,big central ,central last ,central light ,old central ,central new ,central wooden ,central square ,","grand central ,grand central ,grand central ,"
quiet,11,physical,0.36875,sub,-0.18677119704855394,0.54166666666666674,0.52295935173595098,0.70973054878450492,"[0.4583333333333333, 0.47704064826404902, 0.29026945121549508]",2,"quiet little ,little quiet ,nice quiet ,nice quiet ,nice quiet ,awful quiet ,awful quiet ,quiet small ,quiet green ,quiet old ,quiet old ,","nice quiet ,"
side,4,location,0.271,sub,-0.16330392171333274,0.48999999999999994,0.57403587130217892,0.73733979301551167,"[0.3, 0.24234844994405319, 0.14131507931284143]",2,"bad side ,small side ,side good ,first side ,","far side ,little side ,"
american,10,nationality,0.367857142857143,input,-0.287266978459917,0.40909090909090912,0.0014491798959225348,0.28871615835583953,"[0.4090909090909091, 0.0014491798959225348, 0.28871615835583953]",2,"south american ,old american ,proper american ,proper american ,big american ,old american ,american short ,american hard ,american green ,american new ,","american english ,"
regular,9,value,0.651111111111111,lexical,0.19120068497661857,0.84999999999999998,0.87881182901929789,0.68761114404267931,"[0.85, 0.87881182901929789, 0.68761114404267931]",2,"regular old ,regular red ,regular white ,good regular ,regular short ,regular long ,regular old ,regular new ,regular new ,","regular hot ,"
narrow,8,dimension,0.6325,lexical,0.023495783373732523,0.077160493827160503,0.12838901273493447,0.10489322936120195,"[0.7222222222222222, 0.64168587421797829, 0.6761277576555812]",2,"little narrow ,narrow thin ,long narrow ,narrow old ,narrow small ,narrow wooden ,narrow plastic ,narrow wooden ,","old narrow ,old narrow ,"
loud,1,physical,0.48,sub,-0.0056230424784024773,3.814697265625e-06,0.0029240553617032945,0.0085470978401057714,"[0.75, 0.47707085992499504, 0.41088229488782158]",2,"loud good ,","big loud ,big loud ,great loud ,great loud ,great loud ,great loud ,great loud ,great loud ,jolly loud ,"
first,106,temporal,0.141818181818182,sub,-0.17606244579358199,0.17788461538461542,0.7901794649409567,0.96624191073453869,"[0.8221153846153846, 0.2098205350590433, 0.033758089265461338]",2,"first little ,first little ,first good ,good first ,first little ,first little ,first little ,first blue ,first high ,right first ,first full ,perfect first ,right first ,right first ,right first ,right first ,first little ,first new ,first full ,right first ,sorry first ,top first ,first little ,first little ,first full ,first first ,new first ,first little ,first full ,first first ,okay first ,first english ,first great ,right first ,first side ,first first ,first little ,good first ,first full ,first full ,good first ,second first ,first new ,first big ,good first ,right first ,first full ,first big ,first new ,first big ,first new ,first new ,first new ,first big ,first big ,first small ,first new ,first big ,first big ,first big ,first big ,first big ,first long ,first new ,first huge ,first big ,first big ,first big ,first big ,first small ,first new ,first old ,first green ,first soft ,first big ,first new ,first big ,first small ,first big ,first tiny ,first tiny ,first big ,first soft ,first big ,first big ,first big ,first brown ,first big ,first big ,first new ,first big ,first big ,first big ,first big ,first bad ,first big ,first big ,first old ,first long ,first square ,first red ,first big ,first big ,","mean first ,"
golden,6,color,0.33625,lexical,0.25270408169794001,0.045553935860058292,0.70056478446249626,0.44786070276455625,"[0.6428571428571429, 0.11185726512607808, 0.23490684047666074]",2,"golden dead ,big golden ,big golden ,golden brown ,golden yellow ,golden yellow ,","beautiful golden ,beautiful golden ,beautiful golden ,"
fantastic,5,value,0.6725,sub,-0.15338029096175365,0.08333333333333337,0.12138766374827203,0.27476795471002569,"[0.9166666666666666, 0.87861233625172797, 0.72523204528997431]",2,"fantastic new ,fantastic new ,fantastic new ,fantastic new ,fantastic new ,","big fantastic ,"
naughty,1,human,0.723,sub,-0.42273401785325565,0.421875,0.019529008252357937,0.44226302610561358,"[0.75, 0.26929403250213829, 0.76189222975195736]",2,"naughty little ,","naughty little ,naughty little ,naughty little ,"
weensie,N/A,dimension,0.763125,N/A,0.0,0.0625,0.0625,0.0625,not in input,2,,"weensie little ,weensie little ,weensie little ,weensie little ,"
fancy,5,value,0.673636363636364,input,-0.15298532025541434,0.41666666666666663,0.12138766374827203,0.27437298400368637,"[0.5833333333333334, 0.87861233625172797, 0.72562701599631363]",2,"nice fancy ,fancy gold ,little fancy ,fancy new ,fancy new ,","pretty fancy ,"
hollow,2,physical,0.221428571428571,sub,-0.36730933736921756,0.16666666666666663,0.52293215766269663,0.89024149503191419,"[0.8333333333333334, 0.47706784233730343, 0.10975850496808581]",2,"hollow wooden ,hollow red ,","big hollow ,"
square,26,shape,0.384285714285714,lexical,0.27255924483464256,0.79629629629629628,0.97102118951745986,0.6984619446828173,"[0.2037037037037037, 0.028978810482540102, 0.30153805531718264]",2,"square little ,little square ,open square ,open square ,little square ,new square ,square past ,little square ,little square ,nice square ,small square ,flat square ,square blue ,small square ,small square ,white square ,white square ,small square ,left square ,square old ,white square ,square smooth ,large square ,central square ,first square ,small square ,","little square ,"
tiny,116,dimension,0.414444444444444,sub,-0.11195584044804759,0.0053386955591319908,0.00019015992995335322,0.11214600037800095,"[0.5619469026548672, 0.64373037611062867, 0.32727637116707864]",2,"little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,little tiny ,short tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,tiny little ,tiny tiny ,tiny little ,little tiny ,tiny back ,tiny little ,little tiny ,little tiny ,tiny little ,little tiny ,tiny little ,tiny cozy ,tiny little ,tiny tiny ,tiny tiny ,tiny little ,tiny little ,tiny little ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,tiny little ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,tiny tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,black tiny ,tiny little ,tiny little ,little tiny ,little tiny ,tiny little ,tiny blue ,tiny little ,little tiny ,tiny little ,tiny little ,tiny wooden ,tiny blue ,tiny red ,tiny yellow ,tiny green ,tiny yellow ,tiny blue ,tiny old ,tiny yellow ,tiny blue ,little tiny ,tiny hard ,tiny blue ,special tiny ,tiny red ,little tiny ,tiny wooden ,tiny wooden ,little tiny ,tiny blue ,first tiny ,first tiny ,tiny wooden ,tiny wooden ,tiny red ,tiny hard ,tiny red ,tiny old ,tiny wooden ,new tiny ,tiny blue ,tiny red ,","little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,tiny little ,little tiny ,little tiny ,teeny tiny ,little tiny ,little tiny ,tiny little ,teeny tiny ,little tiny ,little tiny ,tiny little ,tiny little ,teeny tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny silver ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,"
delicious,3,value,0.789285714285714,sub,-0.017703191839420818,0.125,0.1214873313589997,0.13919052319842051,"[0.875, 0.8785126686410003, 0.86080947680157949]",2,"delicious new ,delicious fresh ,delicious new ,","nice delicious ,"
thick,45,dimension,0.596153846153846,sub,-0.020051618026603157,0.29347826086956519,0.35762027661968099,0.37767189464628415,"[0.7065217391304348, 0.64237972338031901, 0.62232810535371585]",2,"thick wet ,thick brown ,great thick ,thick wooden ,big thick ,big thick ,thick old ,big thick ,thick black ,heavy thick ,big thick ,nice thick ,nice thick ,thick white ,nice thick ,nice thick ,nice thick ,nice thick ,big thick ,thick blue ,thick purple ,thick brown ,thick wooden ,thick fresh ,thick wooden ,thick brown ,thick brown ,thick soft ,thick green ,thick brown ,thick hard ,thick blue ,thick yellow ,thick brown ,thick green ,thick green ,thick yellow ,thick soft ,thick green ,thick blue ,thick brown ,thick green ,thick blue ,thick purple ,thick brown ,","nice thick ,"
open,22,dimension,0.422857142857143,lexical,0.30619515735303821,0.41304347826086957,0.64194761496338326,0.33575245761034506,"[0.41304347826086957, 0.64194761496338326, 0.33575245761034506]",2,"large open ,wide open ,open last ,open square ,open square ,big open ,big open ,flat open ,nice open ,large open ,wide open ,open last ,open full ,open back ,open top ,big open ,third open ,third open ,wide open ,full open ,open huge ,open brown ,","open little ,"
little,571,dimension,0.413571428571429,sub,-0.038510414981472299,0.0045506997873564978,2.5697999034348253e-22,0.038510414981472299,"[0.4129662522202487, 0.65303364392915575, 0.3160964506721673]",2,"small little ,neat little ,little white ,cute little ,nice little ,nice little ,little small ,last little ,cute little ,little tiny ,little tiny ,tiny little ,little white ,nice little ,sad little ,little tiny ,little tiny ,little tiny ,nice little ,square little ,tiny little ,first little ,tiny little ,first little ,little purple ,little tiny ,strange little ,silly little ,weird little ,small little ,little old ,little small ,nice little ,fat little ,little mexican ,little short ,little tiny ,good little ,little narrow ,small little ,nice little ,small little ,cute little ,little blue ,poor little ,tiny little ,little brown ,next little ,old little ,little neat ,neat little ,tiny little ,stupid little ,little tiny ,first little ,small little ,stupid little ,silly little ,little red ,little red ,little small ,first little ,first little ,new little ,cute little ,nice little ,little tiny ,nice little ,nice little ,tiny little ,odd little ,nice little ,little red ,little red ,jolly little ,little black ,little tiny ,nice little ,little square ,little tiny ,little tiny ,new little ,little tiny ,little tiny ,nice little ,silly little ,little odd ,next little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,nice little ,tiny little ,nice little ,little warm ,little purple ,innocent little ,small little ,little thin ,light little ,little quick ,small little ,nice little ,little tiny ,tiny little ,bad little ,small little ,little old ,little wooden ,heavy little ,little old ,little concrete ,odd little ,nice little ,little red ,nice little ,little fancy ,tidy little ,quiet little ,little new ,first little ,little red ,ripe little ,little small ,nice little ,tiny little ,nice little ,new little ,little old ,little old ,little tiny ,tiny little ,little tiny ,little tiny ,nice little ,good little ,super little ,super little ,nice little ,little square ,little quiet ,nice little ,nice little ,cozy little ,tiny little ,little red ,little little ,little fresh ,little french ,little white ,little tiny ,nice little ,nice little ,little soft ,little blue ,nice little ,nice little ,tiny little ,nice little ,nice little ,first little ,first little ,little little ,first little ,next little ,silly little ,precious little ,little green ,nice little ,nice little ,super little ,nice little ,nice little ,little little ,quick little ,nice little ,little little ,tiny little ,special little ,tiny little ,tiny little ,little little ,little little ,tiny little ,little fat ,little green ,nice little ,little white ,little tiny ,little red ,last little ,thin little ,tiny little ,small little ,nice little ,silly little ,handy little ,nice little ,teeny little ,new little ,little tiny ,nice little ,little tiny ,little soft ,proper little ,nasty little ,dirty little ,proper little ,nice little ,horrible little ,little last ,nice little ,nice little ,little black ,greedy little ,poor little ,poor little ,nasty little ,nasty little ,sweet little ,little neat ,little odd ,black little ,little tiny ,little old ,special little ,little big ,nice little ,skinny little ,tiny little ,nice little ,tiny little ,little little ,tiny little ,tiny little ,little old ,nice little ,nice little ,little pink ,brilliant little ,little big ,silly little ,silly little ,nasty little ,little tiny ,nice little ,nice little ,ugly little ,little tiny ,little blue ,nice little ,nice little ,little tiny ,little plastic ,nice little ,nice little ,tiny little ,final little ,pathetic little ,little black ,jolly little ,nice little ,little weeny ,ugly little ,next little ,new little ,nice little ,tubby little ,neat little ,beautiful little ,nice little ,nice little ,nice little ,little tiny ,beautiful little ,nice little ,little silver ,proper little ,proper little ,nice little ,nice little ,nice little ,good little ,good little ,awful little ,awful little ,nice little ,poor little ,poor little ,gorgeous little ,nice little ,bad little ,beautiful little ,nice little ,poor little ,poor little ,nice little ,shiny little ,little grand ,smart little ,poor little ,poor little ,last little ,nice little ,little tiny ,nice little ,nice little ,nice little ,nice little ,little tiny ,nice little ,third little ,nice little ,nice little ,nice little ,little tiny ,little blue ,lazy little ,little tiny ,tiny little ,nice little ,little tiny ,first little ,little tiny ,nasty little ,poor little ,nice little ,nice little ,little brown ,little thin ,little tiny ,little square ,little old ,little old ,tiny little ,little tiny ,nice little ,nice little ,nice little ,poor little ,little old ,little old ,little old ,little old ,nice little ,dirty little ,little small ,little tiny ,nice little ,beautiful little ,sweet little ,nice little ,little plastic ,little tiny ,little red ,little red ,little light ,tiny little ,gentle little ,delicate little ,nice little ,right little ,little brown ,little brown ,hard little ,little yellow ,good little ,naughty little ,hungry little ,little little ,good little ,poor little ,nice little ,small little ,nice little ,nice little ,nice little ,poor little ,good little ,little short ,nice little ,silly little ,horrible little ,dirty little ,little plastic ,nasty little ,cozy little ,tiny little ,little square ,dirty little ,nice little ,pretty little ,bad little ,pretty little ,little blue ,brave little ,little old ,nice little ,little hard ,nice little ,pretty little ,pretty little ,nice little ,nice little ,nice little ,nice little ,little pink ,good little ,nice little ,nice little ,poor little ,tiny little ,little tiny ,little tiny ,new little ,odd little ,nice little ,nice little ,tiny little ,little red ,little blue ,right little ,tiny little ,little thin ,dirty little ,little chinese ,nice little ,little short ,stupid little ,little little ,little tiny ,silly little ,nasty little ,cute little ,little red ,small little ,right little ,nice little ,nice little ,nice little ,little light ,last little ,nice little ,little weird ,nice little ,precious little ,brave little ,nice little ,dry little ,quick little ,little light ,nice little ,nice little ,silly little ,nice little ,nice little ,nice little ,little back ,tiny little ,tiny little ,nice little ,bad little ,dirty little ,nice little ,little pink ,little old ,little old ,little old ,little old ,little old ,little green ,little hard ,little old ,little green ,little old ,little red ,little brown ,little red ,little red ,little good ,little red ,little good ,little red ,little good ,little blue ,little old ,little small ,little wooden ,little green ,little blue ,little blue ,little yellow ,little blue ,little blue ,little old ,little hard ,little blue ,little big ,little red ,little red ,little hard ,little tiny ,little old ,little wooden ,little wooden ,little old ,little new ,little tiny ,little rotten ,little brown ,little old ,little old ,little tiny ,little yellow ,little hard ,little wooden ,little soft ,little green ,little yellow ,little blue ,little green ,little green ,little green ,little red ,little green ,little brown ,little brown ,little wooden ,little wooden ,little red ,little green ,little wooden ,little wooden ,little red ,little brown ,little wooden ,little new ,little wooden ,little red ,little old ,little blue ,little plastic ,little old ,little red ,little red ,little green ,little green ,little yellow ,","small little ,little grey ,small little ,little big ,little tiny ,little tiny ,little tiny ,poor little ,tiny little ,short little ,tiny little ,open little ,sweet little ,sweet little ,nasty little ,nice little ,little tiny ,sweet little ,little glottal ,sweet little ,tiny little ,tiny little ,tiny little ,tiny little ,little red ,little red ,tiny little ,little red ,tiny little ,wrong little ,tiny little ,teeny little ,tiny little ,tiny little ,weensie little ,wrong little ,weensie little ,weensie little ,weensie little ,poor little ,poor little ,little misshapen ,little tiny ,fun little ,fun little ,fun little ,fun little ,fun little ,little tiny ,fun little ,little square ,fun little ,fun little ,nice little ,fun little ,little tiny ,little light ,little tiny ,little fresh ,good little ,little brown ,little sharp ,great little ,nice little ,great little ,great little ,great little ,great little ,great little ,great little ,great little ,soft little ,tiny little ,pretty little ,pretty little ,pretty little ,pretty little ,pretty little ,good little ,good little ,poor little ,good little ,great little ,hungry little ,pretty little ,brown little ,little flat ,little tiny ,little tiny ,good little ,little happy ,tiny little ,cute little ,tiny little ,poor little ,cute little ,nice little ,dear little ,little fluffy ,nice little ,nice little ,small little ,little red ,little red ,little red ,little red ,naughty little ,naughty little ,nice little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,nice little ,little small ,nice little ,little old ,cozy little ,little small ,little old ,nice little ,little teeny ,nice little ,little black ,little black ,little small ,nice little ,little small ,little french ,beautiful little ,little tiny ,little short ,little teeny ,small little ,beautiful little ,little short ,little red ,little red ,little red ,little tiny ,little tiny ,little black ,little chinese ,little green ,nice little ,little black ,cute little ,nice little ,pretty little ,pretty little ,little green ,fun little ,little tawny ,fun little ,cute little ,cute little ,nice little ,happy little ,little red ,nice little ,little back ,nice little ,cute little ,cute little ,cute little ,nice little ,poor little ,little side ,poor little ,poor little ,cute little ,cute little ,nice little ,fun little ,beautiful little ,poor little ,cute little ,nice little ,cute little ,little white ,sweet little ,sweet little ,nice little ,good little ,nice little ,poor little ,beautiful little ,nice little ,nice little ,nice little ,cute little ,beautiful little ,little green ,nice little ,good little ,cute little ,cute little ,little green ,nice little ,naughty little ,cute little ,little green ,nice little ,little wooden ,little red ,poor little ,cute little ,little red ,poor little ,cute little ,cute little ,little tiny ,cute little ,beautiful little ,cute little ,poor little ,cute little ,right little ,right little ,nice little ,poor little ,little tiny ,little fun ,little tiny ,little teeny ,little tiny ,little blue ,little yellow ,little tiny ,little blue ,little blue ,nice little ,teeny little ,"
top,16,location,0.135714285714286,input,0.20621003362120113,0.6333333333333333,0.24194080031643483,0.035730766695233701,"[0.6333333333333333, 0.24194080031643483, 0.035730766695233701]",2,"top hard ,top hard ,top hard ,top next ,top right ,top right ,big top ,top first ,top top ,top top ,open top ,white top ,good top ,black top ,","top scary ,"
long,247,dimension,0.556428571428571,input,-0.0010368711017272473,0.0011366142573465566,4.341801652902882e-05,0.001080289118256276,"[0.5651162790697675, 0.64629088189297612, 0.56660093832868696]",2,"long skinny ,big long ,big long ,great long ,long long ,long hot ,great long ,long thin ,good long ,long long ,long long ,awful long ,awful long ,long long ,long long ,long wooden ,nice long ,great long ,great long ,great long ,long long ,long long ,big long ,great long ,awful long ,long long ,long long ,big long ,big long ,large long ,long long ,long long ,long white ,long long ,awful long ,long red ,long red ,long red ,long long ,long long ,long last ,long hard ,good long ,long hard ,awful long ,long long ,long long ,awful long ,long long ,great long ,awful long ,long long ,long long ,long long ,long thin ,long long ,old long ,long long ,huge long ,huge long ,awful long ,long long ,big long ,good long ,long hard ,long long ,good long ,awful long ,great long ,long long ,good long ,long long ,long white ,long long ,nice long ,long old ,long haired ,good long ,big long ,awful long ,long long ,long long ,long old ,nice long ,long last ,awful long ,long long ,big long ,good long ,awful long ,long long ,awful long ,huge long ,big long ,big long ,long long ,last long ,long narrow ,long hot ,awful long ,long hot ,awful long ,long long ,awful long ,good long ,long yellow ,second long ,long green ,long brown ,long yellow ,long wooden ,long soft ,good long ,long red ,awful long ,good long ,last long ,correct long ,long brown ,famous long ,first long ,long wooden ,long wooden ,long purple ,long brown ,long wooden ,long red ,nice long ,long hard ,awful long ,long yellow ,long hard ,long brown ,great long ,long blue ,long brown ,good long ,last long ,long hard ,good long ,last long ,awful long ,long red ,delicate long ,long wooden ,long green ,nice long ,good long ,long wooden ,fluffy long ,great long ,long purple ,dry long ,jolly long ,long hard ,long short ,long hard ,long hard ,long brown ,long wooden ,pretty long ,long wooden ,long wooden ,long green ,live long ,long wooden ,long hard ,long hard ,long hard ,long red ,long hard ,long hard ,new long ,good long ,long hard ,delicate long ,good long ,good long ,great long ,long hard ,regular long ,long yellow ,long new ,long wooden ,long green ,long yellow ,last long ,live long ,horrible long ,long red ,long wooden ,long wooden ,long wooden ,long wooden ,long brown ,long yellow ,long green ,long red ,final long ,long hard ,long hard ,long hard ,long hard ,first long ,long hard ,long brown ,white long ,good long ,bad long ,long brown ,long yellow ,good long ,long purple ,strange long ,","big long ,big long ,big long ,big long ,long thin ,big long ,big long ,awful long ,long grey ,pretty long ,big long ,long dark ,big long ,long green ,long green ,long green ,big long ,pretty long ,large long ,large long ,big long ,long beautiful ,big long ,nice long ,awful long ,jolly long ,long thin ,jolly long ,big long ,"
next,47,temporal,0.281,sub,-0.057258224664063051,0.30000000000000004,0.78791288806513538,0.84517111272919843,"[0.7, 0.21208711193486462, 0.1548288872708016]",2,"next little ,right next ,next little ,top next ,okay next ,next white ,next white ,next little ,early next ,next next ,next brave ,next next ,next big ,early next ,early next ,late next ,good next ,next next ,next little ,right next ,cold next ,right next ,right next ,next big ,final next ,next big ,next small ,next good ,next big ,next big ,next big ,next big ,next hard ,next new ,next big ,next big ,next big ,next big ,next big ,next short ,next big ,next big ,next short ,next big ,","back next ,"
live,6,human,0.174615384615385,sub,-0.18842583448548289,0.08333333333333337,0.73085785766014877,0.91928369214563166,"[0.9166666666666666, 0.26914214233985123, 0.080716307854368299]",2,"live live ,live long ,live big ,live big ,live long ,","beautiful live ,"
white,64,color,0.281428571428571,lexical,0.12872517384063281,0.27677453178330325,0.56195937382682293,0.43323419998619012,"[0.2265625, 0.10887016519604591, 0.15405028859550188]",2,"white short ,little white ,low white ,new white ,regular white ,little white ,beautiful white ,thin white ,faint white ,clean white ,big white ,great white ,nice white ,bright white ,white tall ,white fluffy ,big white ,big white ,long white ,little white ,big white ,beautiful white ,brilliant white ,next white ,third white ,great white ,next white ,final white ,strong white ,plain white ,wild white ,wild white ,wild white ,wild white ,small white ,little white ,white white ,plain white ,dead white ,nice white ,big white ,long white ,clean white ,new white ,thick white ,big white ,big white ,large white ,large white ,fluffy white ,white top ,bright white ,white black ,brilliant white ,big white ,white old ,white square ,white square ,white wooden ,white new ,white smooth ,white square ,white long ,","soft white ,soft white ,little white ,soft white ,big white ,"
happy,12,human,0.43,sub,-0.074980225478863766,0.23225289730751728,0.23195734426682876,0.30693756974569253,"[0.7307692307692307, 0.26895960993608747, 0.34565460894774991]",2,"happy healthy ,happy third ,happy new ,happy full ,big happy ,happy new ,big happy ,happy new ,nice happy ,happy new ,happy new ,happy old ,","big happy ,little happy ,happy little ,happy second ,"
flat,13,dimension,0.256,sub,-0.59382410728103863,0.0056942419825072917,0.045967643968885585,0.63979175124992427,"[0.8214285714285714, 0.64177924217462934, 0.13831960461285009]",2,"large flat ,nice flat ,flat short ,flat open ,flat square ,flat yellow ,flat brown ,flat soft ,flat hard ,flat wooden ,flat wooden ,flat wooden ,flat wooden ,","little flat ,heavy flat ,big flat ,"
pretty,13,value,0.863333333333333,sub,-0.15407967135121359,0.028395818934974122,0.014626703009452634,0.16870637436066621,"[0.8928571428571429, 0.87901153212520589, 0.93851729818780893]",2,"pretty heavy ,pretty full ,nice pretty ,pretty little ,pretty little ,pretty little ,pretty little ,pretty big ,pretty hard ,pretty soft ,pretty new ,pretty long ,pretty rotten ,","pretty big ,pretty big ,pretty small ,pretty good ,pretty big ,pretty good ,pretty good ,pretty small ,pretty good ,pretty bad ,pretty bad ,pretty smart ,pretty cool ,pretty new ,pretty new ,pretty new ,pretty good ,pretty late ,pretty big ,pretty long ,pretty good ,pretty good ,pretty good ,pretty big ,pretty big ,pretty silly ,pretty big ,pretty big ,pretty little ,pretty little ,pretty little ,pretty little ,pretty little ,pretty little ,pretty big ,pretty long ,pretty heavy ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty heavy ,pretty good ,nice pretty ,pretty good ,pretty good ,pretty good ,nice pretty ,pretty good ,pretty good ,pretty little ,pretty little ,pretty good ,pretty good ,pretty good ,pretty fun ,pretty fancy ,pretty nice ,"
warm,14,physical,0.6675,lexical,0.00021878190357707826,0.0001220703125,0.00021886743712757958,8.5533550501323371e-08,"[0.5, 0.47703156923482504, 0.71403150332828047]",2,"nice warm ,little warm ,nice warm ,nice warm ,super warm ,nice warm ,nice warm ,warm blue ,warm soft ,warm purple ,warm old ,warm red ,warm red ,warm brown ,","nice warm ,nice warm ,nice warm ,nice warm ,nice warm ,nice warm ,nice warm ,nice warm ,nice warm ,nice warm ,nice warm ,nice warm ,nice warm ,"
last,103,temporal,0.39,lexical,0.036963795283772014,4.3632925763855052e-05,0.046730985373246173,0.0097671900894741575,"[0.5380434782608695, 0.20993664554851618, 0.29956652217405799]",2,"last little ,last big ,last big ,last last ,good last ,last last ,open last ,awful last ,third last ,last second ,late last ,last last ,long last ,last full ,last last ,last last ,last last ,dead last ,grand last ,last last ,late last ,third last ,grand last ,cold last ,cold last ,last little ,good last ,good last ,open last ,late last ,back last ,last last ,little last ,back last ,late last ,back last ,good last ,second last ,right last ,central last ,last little ,last new ,fair last ,last last ,cross last ,good last ,famous last ,new last ,hungry last ,good last ,odd last ,blue last ,green last ,last last ,strong last ,long last ,last last ,last last ,late last ,heavy last ,french last ,last long ,last little ,last wild ,late last ,last hard ,last big ,last big ,last good ,last long ,last big ,last big ,last big ,last long ,last bad ,last big ,last long ,last big ,last new ,last yellow ,last short ,last small ,last short ,last good ,last bad ,last big ,last big ,last long ,last brown ,last big ,last fresh ,","wrong last ,late last ,late last ,late last ,good last ,late last ,late last ,late last ,late last ,young last ,young last ,young last ,good last ,"
wide,20,dimension,0.443,sub,-0.2931876747260298,0.095804988662131524,0.12822833047663804,0.42141600520266781,"[0.6904761904761905, 0.6419101642371875, 0.3508343776795726]",2,"wide full ,nice wide ,nice wide ,wide brown ,wide open ,wide open ,big wide ,big wide ,big wide ,special wide ,wide open ,wide brown ,wide red ,wide blue ,wide brown ,wide wooden ,wide blue ,wide red ,wide red ,wide red ,","big wide ,big wide ,"
wool,N/A,material,0.287,N/A,0.0,0.5,0.5,0.5,not in input,2,,"soft wool ,"
